"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","timing_First.Click.1","timing_Last.Click.1","timing_Page.Submit.1","timing_Click.Count.1","timing_First.Click.2","timing_Last.Click.2","timing_Page.Submit.2","timing_Click.Count.2","timing_First.Click.3","timing_Last.Click.3","timing_Page.Submit.3","timing_Click.Count.3","timing_First.Click.4","timing_Last.Click.4","timing_Page.Submit.4","timing_Click.Count.4","bird_t_First.Click","bird_t_Last.Click","bird_t_Page.Submit","bird_t_Click.Count","aut_t_First.Click","aut_t_Last.Click","aut_t_Page.Submit","aut_t_Click.Count","vax2_Vax1_1","vax2_Vax1_2","vax2_Vax1_3","vax2_Vax1_4","vax2_Vax1_5","vax2_Vax1_6","vax2_Vax1_check","vax2_Vax1_33","vax2_Vax1_34","vax2_Vax1_35","vax2_Vax1_36","conseq2R_Consequ2R_1","conseq2R_Consequ2R_2","conseq2R_Consequ2R_3","conseq2R_Consequ2R_4","conseq2R_Consequ2R_5","conseq2R_Consequ2R_check","Euth2R_Euthanasia2R_1","Euth2R_Euthanasia2R_2","Euth2R_Euthanasia2R_3","Euth2R_Euthanasia2R_4","Euth2R_Euthanasia2R_5","Euth2R_Euthanasia2R_check","Abort2R_Abortion2R_1","Abort2R_Abortion2R_2","Abort2R_Abortion2R_3","Abort2R_Abortion2R_4","Abort2R_Abortion2R_5","Abort2R_Abortion2R_check","parent","num_child","oldest","youngest","hope_par","flu","flu2","flu3","flu4","delay","refuse","exemption","Attention","Any.commen","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","condition"
"26","2018-03-22 09:31:21","2018-03-22 09:34:07","0","804d9ba248a02002","100","165","1","2018-03-22 09:34:07","R_4NuGNTgGgtlZ7mF","","","","",27.91,-80.64,"anonymous","EN","0","0","6.496","0","0","0","3.415","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","26.232","0","5","5","3","4","5","3","5","3","6","4","2","6","3","4","6","1","2","6","1","6","1","6","5","6","6","1","1","1","3","0","","","","0","0","0","","","","","","1","","4","16","25","30","32ada398bf44fe76","3PWWM24LHSYA5VIN4U5RIAAIPZ3281","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"27","2018-03-22 09:31:32","2018-03-22 09:34:26","0","79670636094edd7b","100","173","1","2018-03-22 09:34:26","R_BLLVvWeO8qvA6vT","","","","",33.87,-118.05,"anonymous","EN","0","0","6.147","0","2.896","2.896","3.933","1","","","","","","","","","","","","","","","","","","","","","0","0","35.228","0","","","","","1","6","6","1","6","1","5","6","1","6","1","3","5","5","1","2","2","5","2","5","5","5","5","2","1","5","5","5","3","0","","","","2","0","1","","","","","","1","","4","18","12","22","839923d22dac6e37","3GLB5JMZFXVC1KMLKH1W66IKA94GD3","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"28","2018-03-22 09:31:37","2018-03-22 09:34:30","0","ddcee2a6aac8b1e1","100","172","1","2018-03-22 09:34:30","R_28Os7AeFxibGA6t","","","","",32.28,-97.54,"anonymous","EN","0","0","23.027","0","0","0","3.183","0","0","0","22.493","0","0","0","4.281","0","0","0","3.852","0","0","0","17.067","0","0","0","6.252","0","","","","","","","","","3","6","6","1","4","4","5","4","2","5","6","6","4","2","5","4","2","3","5","2","4","6","5","5","3","4","3","5","2","0","","","","3","1","0","","","","","","1","","3","17","18","16","3c8d1fefedfd87c3","35DR22AR5DKP5EFEG2VOHJW3MMBX3E","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"29","2018-03-22 09:26:35","2018-03-22 09:34:36","0","afe105c7ee12040e","100","481","1","2018-03-22 09:34:36","R_1OKa0PWpBpVnY9W","","","","",34.5,-117.37,"anonymous","EN","0","0","7.438","0","0","0","3.192","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29.858","0","2","1","1","4","1","5","5","1","6","1","6","2","6","2","5","1","2","4","2","6","4","5","5","6","5","5","1","2","3","0","","","","2","0","0","","","","","","1","","4","8","27","23","c855f0caa2dcd994","3EQHHY4HQSSHX77S5BJD8UUSXS65GK","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"30","2018-03-22 09:31:01","2018-03-22 09:34:40","0","fb2ee1fc2beccea2","100","219","1","2018-03-22 09:34:41","R_2V8fu4M3hs0tEQe","","","","",42.73,-71.19,"anonymous","EN","0","0","7.333","0","0","0","4.187","0","","","","","","","","","","","","","","","","","","","","","46.586","46.586","53.238","1","","","","","3","4","4","4","4","3","5","4","3","4","3","4","4","4","4","4","2","4","3","4","3","4","5","3","3","3","4","4","3","0","","","","0","0","0","","","","","","1","None","4","18","15","20","b6cf738dce1d9431","3NGI5ARFTT5OM2Z8777OZDV3M3P1P3","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"31","2018-03-22 09:30:21","2018-03-22 09:34:51","0","3b34ecb5c1b6e978","100","269","1","2018-03-22 09:34:51","R_3p0cKmJn6JBlaqy","","","","",36.11,-115.28,"anonymous","EN","1.355","1.355","5.667","1","8.893","8.912","22.163","2","5.351","5.351","6.257","1","4.473","4.473","5.12","1","3.404","4.369","4.4","2","1.656","8.388","22.597","2","0","0","6.215","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","6","5","6","5","5","2","6","1","6","4","6","5","6","3","4","4","4","3","1","2","6","4","","1","1","1","1","1","0","0","1","","4","21","19","27","f908004d4f237c9e","39L1G8WVWQRHFDUL99AHMAS2H7X13R","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"32","2018-03-22 09:27:58","2018-03-22 09:34:55","0","5caa348a5754cf73","100","416","1","2018-03-22 09:34:55","R_2yeVzNdPsash231","","","","",34.18,-118.31,"anonymous","EN","1.28","1.681","10.032","2","2.922","2.922","3.65","1","","","","","","","","","","","","","","","","","","","","","","","","","0","0","71.445","0","1","6","6","1","6","1","5","6","2","6","1","4","3","3","3","3","2","5","2","5","3","5","5","2","2","2","5","2","3","0","","","","0","0","0","","","","","","1","","4","18","13","24","1914c2e5904eff9f","3A9AA95ATWMNAK0R8U90238KYJT5PO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"33","2018-03-22 09:31:17","2018-03-22 09:35:04","0","75326764ddbf2c6e","100","227","1","2018-03-22 09:35:05","R_OkdbnplT1UZ3bfr","","","","",44.94,-93.16,"anonymous","EN","33.498","35.006","36.438","6","0.56","0.92","5.295","2","","","","","","","","","","","","","","","","","","","","","1.024","51.971","57.086","67","","","","","2","5","5","2","5","2","5","6","3","5","2","4","3","4","3","4","2","5","3","5","3","5","5","2","2","3","5","5","3","0","","","","2","0","0","","","","","","1","none","4","20","11","23","a4fb2bfc2f376db7","33PPUNGG3856TB0VSAK5W2FU00PZRH","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"34","2018-03-22 09:28:53","2018-03-22 09:35:15","0","98f773182c33c384","100","381","1","2018-03-22 09:35:15","R_3dYU95qiOGvWqTg","","","","",38.75,-98.21,"anonymous","EN","0","0","11.624","0","0","0","4.049","0","11.054","16.381","19.61","3","4.048","10.263","11.263","3","2.683","10.387","11.286","3","2.661","9.115","41.182","3","2.372","12.953","21.646","4","","","","","","","","","3","4","3","5","3","5","5","3","6","3","4","5","4","4","3","5","2","6","2","6","2","6","5","6","5","6","1","1","3","0","","","","0","0","0","","","","","","1","I feel SOME vaccines are okay but many are not, and they should not be given all at once. The necessary ones should be give over a period of time. Things like Tetanus are important ","4","21","29","28","ad596ab20f0a5a72","39GXDJN2OTEJ2MGPS4P2KF7TMXV8VE","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"35","2018-03-22 09:32:23","2018-03-22 09:35:16","0","cb504f6704d77036","100","172","1","2018-03-22 09:35:16","R_1Ng09qo8tCefX5o","","","","",43.09,-87.98,"anonymous","EN","0","0","6.049","0","0","0","4.017","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29.212","0","5","3","2","5","4","5","5","1","4","2","5","2","2","4","3","1","2","6","1","5","2","5","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","","4","16","5","27","0aca09851b71d6d1","39K0FND3AHFEVNFVBA8PTAUBLSKAM4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"36","2018-03-22 09:28:01","2018-03-22 09:35:37","0","0f0dc7e1c710c58f","100","455","1","2018-03-22 09:35:37","R_1oukC4BPvdwd2m2","","","","",34.78,-82.38,"anonymous","EN","0","0","14.386","0","0","0","12.272","0","","","","","","","","","","","","","","","","","","","","","0","0","73.3","0","","","","","3","5","4","3","4","3","5","5","4","4","2","5","4","5","5","4","2","5","4","6","4","4","5","5","4","5","4","3","3","0","","","","2","0","1","","","","","","1","I enjoyed taking this survey","4","19","21","21","fe34b24ec6b03498","35H6S234SA0F0EIMTYARW3H33E356I","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"37","2018-03-22 09:31:33","2018-03-22 09:35:41","0","da491ab5f58532af","100","247","1","2018-03-22 09:35:42","R_3EnzAAxnVgVbS28","","","","",44.07,-92.53,"anonymous","EN","0","0","6.001","0","0","0","2.998","0","13.169","13.169","13.876","1","0","0","9.906","0","0","0","5.925","0","0","0","26.285","0","0","0","7.147","0","","","","","","","","","4","4","5","3","4","3","5","5","5","5","2","4","4","3","5","3","2","3","4","4","4","3","5","4","4","4","3","2","2","1","2","16","13","","0","0","0","0","1","1","1","1","","3","15","21","16","ac56937321efc2a6","35K3O9HUABDBFQ4Q5S6YU30T966FEX","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"38","2018-03-22 09:31:37","2018-03-22 09:35:42","0","90834afa30f6457a","100","244","1","2018-03-22 09:35:42","R_3dPS7TUnUdU9Mjb","","","","",42.68,-84.56,"anonymous","EN","0","0","5.702","0","0","0","2.823","0","0","0","16.364","0","0","0","12.653","0","0","0","11.009","0","0","0","40.96","0","0","0","14.86","0","","","","","","","","","4","4","5","4","4","4","5","5","6","5","2","4","2","3","4","3","2","2","1","4","5","2","5","6","6","2","1","1","3","1","3","4","1","","0","0","0","0","1","0","0","1","","4","18","26","16","49e23721fe23c84c","3NJM2BJS4W689596N4W8G9EUQ0GCP4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"39","2018-03-22 09:31:04","2018-03-22 09:35:48","0","1e42bb0da72cfd93","100","284","1","2018-03-22 09:35:49","R_1hMXOptZ33Z6cdz","","","","",35.62,-97.64,"anonymous","EN","0","0","12.902","0","0","0","3.406","0","","","","","","","","","","","","","","","","","","","","","0","0","59.966","0","","","","","4","4","4","4","3","5","5","4","6","4","2","4","4","4","3","4","2","5","3","6","5","4","5","6","6","6","1","1","3","1","2","20","16","","0","0","0","0","1","0","0","1","interesting and thought provoking","4","19","30","21","4bf0d391516adea5","3XLBSAQ9Z4CWBSGGJWMZRLOUZOV7ZQ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"40","2018-03-22 09:32:50","2018-03-22 09:36:10","0","2a3e3e2003828781","100","200","1","2018-03-22 09:36:10","R_3n00PTFElneCP7g","","","","",34.61,-82.95,"anonymous","EN","5.608","6.143","6.153","2","3.004","3.004","3.012","1","10.495","12.799","13.421","2","0","0","12.236","0","0","0","4.085","0","0","0","17.616","0","0","0","10.687","0","","","","","","","","","3","6","5","2","4","4","5","4","3","5","2","5","6","5","2","4","2","2","6","6","4","1","5","6","6","6","1","1","3","0","","","","2","0","0","","","","","","1","thanks","4","20","30","13","68e8807217029267","3R0T90IZ1SC2WSG7KL6LM002P9TGC4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"41","2018-03-22 09:32:16","2018-03-22 09:36:14","0","4accac9504964dc5","100","237","1","2018-03-22 09:36:15","R_2f2PAiNLTw6h93A","","","","",28,-82.29,"anonymous","EN","0","0","8.693","0","0","0","3.127","0","4.165","13.725","16.814","3","1.818","6.482","9.258","3","1.274","5.867","9.029","3","1.971","6.788","23.57","3","2.035","6.667","11.764","3","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","4","1","2","3","3","2","6","1","6","1","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","","4","19","5","30","2e8bdf901acf8c42","3CFJTT4SXTQAG2R6JSYDRQL43BUI75","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"42","2018-03-22 09:30:32","2018-03-22 09:36:24","0","eaac5487e601bda6","100","351","1","2018-03-22 09:36:25","R_2QgLn1vejfIGCJH","","","","",43.43,-71.57,"anonymous","EN","0","0","7.466","0","0","0","4.332","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","89.615","0","2","5","5","2","5","2","5","5","5","5","2","4","3","2","3","4","2","5","2","5","2","5","5","2","1","2","4","4","4","1","3","46","35","","0","0","1","1","0","0","0","1","","3","18","11","25","01ff6c13fe0a10c3","3L4D84MILZS342HOEJ5PU4PYUTEHJH","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"43","2018-03-22 09:32:23","2018-03-22 09:36:25","0","68b82da19f42f144","100","241","1","2018-03-22 09:36:25","R_2UfRUsOCEWnqrQW","","","","",42.94,-71.54,"anonymous","EN","1.788","8.032","8.69","2","7.654","7.654","8.788","1","","","","","","","","","","","","","","","","","","","","","2.981","56.658","57.974","4","","","","","5","5","5","4","5","2","5","5","4","5","2","5","3","4","3","4","2","5","2","6","4","5","5","2","1","1","6","5","3","0","","","","3","1","1","","","","","","1","","4","21","7","24","3b61e34b41abaf30","3M1CVSFP6055G2DN33F6AJEGVTHAQR","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"44","2018-03-22 09:34:07","2018-03-22 09:36:32","0","b550943f58d7695d","100","144","1","2018-03-22 09:36:32","R_RQgBjqBiLsm21wd","","","","",49.22,-123.14,"anonymous","EN","0","0","5.853","0","0","0","3.002","0","","","","","","","","","","","","","","","","","","","","","0","0","34.319","0","","","","","1","5","5","3","3","2","5","5","3","5","1","4","4","4","4","4","2","4","4","5","4","5","5","3","2","4","3","3","3","0","","","","2","1","1","","","","","","1","","4","18","17","20","4e41a2b1058ca97c","33L7PJKHCGY4PUC0N9PNJXJ8PCG8TZ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"45","2018-03-22 09:33:31","2018-03-22 09:36:34","0","ec678359e31b2bc0","100","182","1","2018-03-22 09:36:34","R_1duaE6uGwk3TCwZ","","","","",41.92,-87.7,"anonymous","EN","0","0","8.191","0","0","0","2.806","0","0","0","10.037","0","0","0","7.139","0","0","0","5.227","0","0","0","19.501","0","0","0","7.631","0","","","","","","","","","1","5","6","2","5","1","5","6","1","6","1","5","5","1","4","2","2","5","3","6","2","5","5","2","3","3","1","2","3","0","","","","2","0","1","","","","","","1","","4","13","19","25","42a3aa66613c4d51","3LEP4MGT3G0GA3EA4V9I5VRNUWDBDI","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"46","2018-03-22 09:33:39","2018-03-22 09:36:35","0","f843d028eb2821b2","100","175","1","2018-03-22 09:36:36","R_Ah4tWGUAcDE3ajn","","","","",36.86,-75.99,"anonymous","EN","0","0","5.934","0","0","0","5.174","0","","","","","","","","","","","","","","","","","","","","","0","0","31.129","0","","","","","1","6","6","1","6","1","5","6","1","6","1","4","2","4","3","3","2","6","4","5","3","5","5","4","2","4","6","3","3","0","","","","2","1","1","","","","","","1","none.","4","20","15","23","d593a7588fa29cac","3H8DHMCCW9BH36I4A8MB4YADHQLDK3","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"47","2018-03-22 09:32:04","2018-03-22 09:36:37","0","a554e155c8be48b1","100","272","1","2018-03-22 09:36:37","R_1r2M7WA6IWyz5Ci","","","","",38.25,-94.31,"anonymous","EN","0","0","7.712","0","0","0","3.199","0","0","0","12.352","0","0","0","15.688","0","0","0","10.82","0","0","0","34.436","0","0","0","13.187","0","","","","","","","","","2","5","6","2","5","2","5","6","4","5","1","5","3","3","3","4","2","4","4","4","3","5","5","4","5","4","3","2","3","0","","","","2","0","0","","","","","","1","Great survey!","4","20","22","20","a697316c1edcd22d","3K4J6M3CXETE3DJ907AUG5AEP68AGW","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"48","2018-03-22 09:32:37","2018-03-22 09:36:38","0","ccd7233b0be3e10c","100","241","1","2018-03-22 09:36:39","R_wUgFHl8JyTONZ2V","","","","",40.32,-79.72,"anonymous","EN","0","0","6.325","0","0","0","3.101","0","","","","","","","","","","","","","","","","","","","","","0","0","29.672","0","","","","","1","6","6","1","5","1","5","6","3","6","1","4","3","2","3","2","2","6","1","6","1","6","5","4","2","4","2","3","3","1","1","2","","","1","1","1","1","0","0","0","1","no","4","16","19","30","27b3a50341e2f644","3R3YRB5GRF3X8VK4KCZBKKB5YENAUW","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"49","2018-03-22 09:31:59","2018-03-22 09:36:44","0","d9ab11435384757d","100","285","1","2018-03-22 09:36:45","R_2fe88bzSBlbVfuX","","","","",38.82,-77.63,"anonymous","EN","0","0","6.747","0","3.831","3.831","4.365","1","","","","","","","","","","","","","","","","","","","","","","","","","0","0","60.223","0","1","6","6","1","5","1","5","6","2","6","1","2","2","2","2","2","2","5","2","5","5","5","5","2","1","2","5","5","3","1","2","23","21","","1","1","0","0","0","0","0","1","thank you","4","16","9","22","9c8362f80360fa4e","3UXUOQ9OKEXVAK887460ASXLQ3P7AQ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"50","2018-03-22 09:33:17","2018-03-22 09:36:45","0","b01f1a29e3d39a67","100","208","1","2018-03-22 09:36:45","R_USDNcSIlpbPGJyN","","","","",39.77,-86.16,"anonymous","EN","0","0","8.071","0","0","0","3.471","0","","","","","","","","","","","","","","","","","","","","","0","0","41.259","0","","","","","5","5","6","2","5","1","5","6","2","6","1","5","6","5","5","5","2","6","2","6","3","5","5","2","1","3","5","5","3","0","","","","1","1","1","","","","","","1","","4","18","10","26","91de0f63dd5808a9","3U4J9857OEB0TUD0DI6W53HR8LAB7P","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"51","2018-03-22 09:31:44","2018-03-22 09:36:48","0","8b26eb13d9abc8ac","100","303","1","2018-03-22 09:36:48","R_3FVCL8dgMuKX29E","","","","",36.8,-76.18,"anonymous","EN","0","0","6.913","0","0","0","4.425","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","53.995","0","6","6","6","1","6","1","5","6","1","6","1","6","3","4","2","3","2","6","2","6","6","6","5","1","1","1","5","3","3","1","3","44","25","","1","1","1","1","0","0","0","1","no","4","22","9","24","9b134da16e035c4a","3WJ1OXY92AGZAYDRH9Y6OSTG1NVA8G","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"52","2018-03-22 09:31:41","2018-03-22 09:36:52","0","b76bf9f41e4937f1","100","310","1","2018-03-22 09:36:53","R_3qwIBuZiNqgnEEm","","","","",34.01,-84.01,"anonymous","EN","0","0","8.357","0","0","0","5.259","0","","","","","","","","","","","","","","","","","","","","","73.473","73.473","75.129","1","","","","","1","6","6","1","4","1","5","6","1","6","1","4","4","4","4","3","2","5","2","5","5","5","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","None","4","17","5","22","07436d77eeb039b5","30BXRYBRP4XPAMHNLIO4JUJ6WPOHWD","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"53","2018-03-22 09:32:12","2018-03-22 09:37:00","0","2eb3228f259a99e5","100","288","1","2018-03-22 09:37:01","R_11gCmwkZhcoNGGu","","","","",42.87,-106.31,"anonymous","EN","0","0","6.309","0","0","0","4.287","0","","","","","","","","","","","","","","","","","","","","","2.874","9.809","53.598","2","","","","","1","5","6","2","5","2","5","6","2","6","1","3","4","4","3","4","2","5","2","5","2","6","5","2","2","2","5","3","3","0","","","","3","1","1","","","","","","1","make america great again!","4","18","12","26","484e2eccce24da45","3KAKFY4PGU2SFJQJHGVNE99OY98I30","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"54","2018-03-22 09:33:51","2018-03-22 09:37:01","0","465c63750f689727","100","190","1","2018-03-22 09:37:02","R_3eri00HfSppYO4B","","","","",40.18,-75.22,"anonymous","EN","0","0","7.586","0","0","0","4.092","0","","","","","","","","","","","","","","","","","","","","","0","0","33.18","0","","","","","3","4","4","3","3","4","5","4","5","4","2","4","1","5","1","3","2","6","1","5","1","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","everything worked fine and was easy to understand.","4","24","5","29","7db3e48f6a8345ef","3VD82FOHKQOQO5X584JTR994GVJOCY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
